task_id,status,confidence,review_reason,person_id,image_id,split,redacted_image_uri,family,category,occasion,formality,aesthetic_tags,color_mood,layering,fit,silhouette,color_family,pattern,style_item_id
auto_style_003691,needs_review,0.66,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_1fcc433cc4fe,p_1fcc433cc4fe_06,train,redacted/deepfashion_with_masks_balanced_10_20/p_1fcc433cc4fe_06.jpg,dress_jumpsuit,romper,casual,casual,classic|romantic,unknown,single_layer,unknown,unknown,unknown,solid,style_dress_jumpsuit|romper|casual|unknown|unknown|classic+romantic
auto_style_003694,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_cf74eabb8a1d,p_cf74eabb8a1d_07,train,redacted/deepfashion_with_masks_balanced_10_20/p_cf74eabb8a1d_07.jpg,top,sweater,casual,casual,casual_basic|soft,unknown,single_layer,unknown,unknown,unknown,solid,style_top|sweater|casual|unknown|unknown|casual_basic+soft
auto_style_003704,needs_review,0.66,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_0725a7378d26,p_0725a7378d26_05,train,redacted/deepfashion_with_masks_balanced_10_20/p_0725a7378d26_05.jpg,dress_jumpsuit,romper,casual,casual,classic|romantic,unknown,single_layer,unknown,unknown,unknown,solid,style_dress_jumpsuit|romper|casual|unknown|unknown|classic+romantic
auto_style_003723,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_ec5f6df7d06f,p_ec5f6df7d06f_12,train,redacted/deepfashion_with_masks_balanced_10_20/p_ec5f6df7d06f_12.jpg,top,sweater,casual,casual,casual_basic|soft,unknown,single_layer,unknown,unknown,unknown,plaid,style_top|sweater|casual|unknown|unknown|casual_basic+soft
auto_style_003731,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_bf039839b525,p_bf039839b525_11,train,redacted/deepfashion_with_masks_balanced_10_20/p_bf039839b525_11.jpg,top,sweater,casual,casual,casual_basic|soft,unknown,single_layer,unknown,unknown,unknown,solid,style_top|sweater|casual|unknown|unknown|casual_basic+soft
auto_style_003734,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_fca05182bc0f,p_fca05182bc0f_03,train,redacted/deepfashion_with_masks_balanced_10_20/p_fca05182bc0f_03.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,unknown,unknown,unknown,solid,style_top|tank|casual|unknown|unknown|casual_basic
auto_style_003735,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_f3a4bed3001a,p_f3a4bed3001a_07,train,redacted/deepfashion_with_masks_balanced_10_20/p_f3a4bed3001a_07.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,unknown,unknown,unknown,stripe,style_top|tank|casual|unknown|unknown|casual_basic
auto_style_003749,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_f45a91d07673,p_f45a91d07673_12,train,redacted/deepfashion_with_masks_balanced_10_20/p_f45a91d07673_12.jpg,top,sweater,casual,casual,casual_basic|soft,unknown,single_layer,unknown,unknown,unknown,solid,style_top|sweater|casual|unknown|unknown|casual_basic+soft
auto_style_003761,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_6ec28e57c3ca,p_6ec28e57c3ca_11,train,redacted/deepfashion_with_masks_balanced_10_20/p_6ec28e57c3ca_11.jpg,top,blouse,casual,casual,classic|minimal,unknown,single_layer,unknown,unknown,unknown,solid,style_top|blouse|casual|unknown|unknown|classic+minimal
auto_style_003767,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_0ebe34ecc1c4,p_0ebe34ecc1c4_09,train,redacted/deepfashion_with_masks_balanced_10_20/p_0ebe34ecc1c4_09.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,unknown,unknown,unknown,solid,style_top|tank|casual|unknown|unknown|casual_basic
auto_style_003769,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_a6deb658ecb3,p_a6deb658ecb3_05,train,redacted/deepfashion_with_masks_balanced_10_20/p_a6deb658ecb3_05.jpg,top,blouse,casual,casual,classic|minimal,unknown,single_layer,unknown,unknown,unknown,solid,style_top|blouse|casual|unknown|unknown|classic+minimal
auto_style_003785,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_627158a7c78e,p_627158a7c78e_07,train,redacted/deepfashion_with_masks_balanced_10_20/p_627158a7c78e_07.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,unknown,unknown,unknown,solid,style_top|tank|casual|unknown|unknown|casual_basic
auto_style_003790,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_f09f91955808,p_f09f91955808_06,train,redacted/deepfashion_with_masks_balanced_10_20/p_f09f91955808_06.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,unknown,unknown,unknown,solid,style_top|tank|casual|unknown|unknown|casual_basic
auto_style_003793,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_05bd2c7c1b64,p_05bd2c7c1b64_05,train,redacted/deepfashion_with_masks_balanced_10_20/p_05bd2c7c1b64_05.jpg,top,sweater,casual,casual,casual_basic|soft,unknown,single_layer,unknown,unknown,unknown,solid,style_top|sweater|casual|unknown|unknown|casual_basic+soft
auto_style_003794,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_ab07fc27f838,p_ab07fc27f838_08,train,redacted/deepfashion_with_masks_balanced_10_20/p_ab07fc27f838_08.jpg,top,sweater,casual,casual,casual_basic|soft,unknown,single_layer,unknown,unknown,unknown,solid,style_top|sweater|casual|unknown|unknown|casual_basic+soft
auto_style_003805,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_97f1078ae3b7,p_97f1078ae3b7_11,train,redacted/deepfashion_with_masks_balanced_10_20/p_97f1078ae3b7_11.jpg,dress_jumpsuit,midi_dress,casual,casual,classic|romantic,unknown,single_layer,unknown,unknown,unknown,solid,style_dress_jumpsuit|midi_dress|casual|unknown|unknown|classic+romantic
auto_style_003833,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_5437c4377c7b,p_5437c4377c7b_09,train,redacted/deepfashion_with_masks_balanced_10_20/p_5437c4377c7b_09.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,unknown,unknown,unknown,solid,style_top|tank|casual|unknown|unknown|casual_basic
auto_style_003847,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_44b6db537fe0,p_44b6db537fe0_06,train,redacted/deepfashion_with_masks_balanced_10_20/p_44b6db537fe0_06.jpg,dress_jumpsuit,midi_dress,casual,casual,classic|romantic,unknown,single_layer,unknown,unknown,unknown,solid,style_dress_jumpsuit|midi_dress|casual|unknown|unknown|classic+romantic
auto_style_003850,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_ea3b6e24cf6f,p_ea3b6e24cf6f_06,train,redacted/deepfashion_with_masks_balanced_10_20/p_ea3b6e24cf6f_06.jpg,top,sweater,casual,casual,casual_basic|soft,unknown,single_layer,unknown,unknown,unknown,solid,style_top|sweater|casual|unknown|unknown|casual_basic+soft
auto_style_003851,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_207a19789a31,p_207a19789a31_09,train,redacted/deepfashion_with_masks_balanced_10_20/p_207a19789a31_09.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,unknown,unknown,unknown,plaid,style_top|tank|casual|unknown|unknown|casual_basic
auto_style_003858,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_9b95a966c59a,p_9b95a966c59a_05,train,redacted/deepfashion_with_masks_balanced_10_20/p_9b95a966c59a_05.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,unknown,unknown,unknown,solid,style_top|tank|casual|unknown|unknown|casual_basic
auto_style_003862,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_d9e04d5b8d3c,p_d9e04d5b8d3c_09,train,redacted/deepfashion_with_masks_balanced_10_20/p_d9e04d5b8d3c_09.jpg,dress_jumpsuit,midi_dress,casual,casual,classic|romantic,unknown,single_layer,unknown,unknown,unknown,solid,style_dress_jumpsuit|midi_dress|casual|unknown|unknown|classic+romantic
auto_style_003886,needs_review,0.66,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_785dea633e7d,p_785dea633e7d_05,train,redacted/deepfashion_with_masks_balanced_10_20/p_785dea633e7d_05.jpg,top,cardigan,casual,casual,casual_basic|soft,unknown,light_layering,unknown,unknown,unknown,solid,style_top|cardigan|casual|unknown|unknown|casual_basic+soft
auto_style_003900,needs_review,0.66,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_42c9ad368b3a,p_42c9ad368b3a_06,train,redacted/deepfashion_with_masks_balanced_10_20/p_42c9ad368b3a_06.jpg,top,cardigan,casual,casual,casual_basic|soft,unknown,light_layering,unknown,unknown,unknown,solid,style_top|cardigan|casual|unknown|unknown|casual_basic+soft
auto_style_003901,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_fca05182bc0f,p_fca05182bc0f_04,train,redacted/deepfashion_with_masks_balanced_10_20/p_fca05182bc0f_04.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,unknown,unknown,unknown,solid,style_top|tank|casual|unknown|unknown|casual_basic
auto_style_003916,needs_review,0.66,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_dacb5c4669f8,p_dacb5c4669f8_09,train,redacted/deepfashion_with_masks_balanced_10_20/p_dacb5c4669f8_09.jpg,outerwear,denim_jacket,casual,casual,casual_basic,unknown,light_layering,unknown,unknown,unknown,plaid,style_outerwear|denim_jacket|casual|unknown|unknown|casual_basic
auto_style_003918,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_01e1c63d996e,p_01e1c63d996e_07,train,redacted/deepfashion_with_masks_balanced_10_20/p_01e1c63d996e_07.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,unknown,unknown,unknown,stripe,style_top|tank|casual|unknown|unknown|casual_basic
auto_style_003934,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_7dd5f13e9cd9,p_7dd5f13e9cd9_08,train,redacted/deepfashion_with_masks_balanced_10_20/p_7dd5f13e9cd9_08.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,unknown,unknown,unknown,stripe,style_top|tank|casual|unknown|unknown|casual_basic
auto_style_003937,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_80da9190aff9,p_80da9190aff9_06,train,redacted/deepfashion_with_masks_balanced_10_20/p_80da9190aff9_06.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,unknown,unknown,unknown,solid,style_top|tank|casual|unknown|unknown|casual_basic
auto_style_003948,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_313db47e4f92,p_313db47e4f92_08,train,redacted/deepfashion_with_masks_balanced_10_20/p_313db47e4f92_08.jpg,top,sweater,casual,casual,casual_basic|soft,unknown,single_layer,unknown,unknown,unknown,stripe,style_top|sweater|casual|unknown|unknown|casual_basic+soft
auto_style_003953,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_327ba3a5eb80,p_327ba3a5eb80_09,train,redacted/deepfashion_with_masks_balanced_10_20/p_327ba3a5eb80_09.jpg,top,sweater,casual,casual,casual_basic|soft,unknown,single_layer,unknown,unknown,unknown,solid,style_top|sweater|casual|unknown|unknown|casual_basic+soft
auto_style_003955,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_330d9056eed4,p_330d9056eed4_10,train,redacted/deepfashion_with_masks_balanced_10_20/p_330d9056eed4_10.jpg,top,sweater,casual,casual,casual_basic|soft,unknown,single_layer,unknown,unknown,unknown,solid,style_top|sweater|casual|unknown|unknown|casual_basic+soft
auto_style_003957,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_bf72c7a86431,p_bf72c7a86431_03,train,redacted/deepfashion_with_masks_balanced_10_20/p_bf72c7a86431_03.jpg,dress_jumpsuit,midi_dress,casual,casual,classic|romantic,unknown,single_layer,unknown,unknown,unknown,stripe,style_dress_jumpsuit|midi_dress|casual|unknown|unknown|classic+romantic
auto_style_003960,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_4c5481921f57,p_4c5481921f57_14,train,redacted/deepfashion_with_masks_balanced_10_20/p_4c5481921f57_14.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,unknown,unknown,unknown,solid,style_top|tank|casual|unknown|unknown|casual_basic
auto_style_003964,needs_review,0.66,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_5cbdd849c636,p_5cbdd849c636_07,train,redacted/deepfashion_with_masks_balanced_10_20/p_5cbdd849c636_07.jpg,top,hoodie,casual,casual,casual_basic|streetwear,unknown,single_layer,unknown,unknown,unknown,stripe,style_top|hoodie|casual|unknown|unknown|casual_basic+streetwear
auto_style_003965,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_156b1465ef26,p_156b1465ef26_07,train,redacted/deepfashion_with_masks_balanced_10_20/p_156b1465ef26_07.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,unknown,unknown,unknown,solid,style_top|tank|casual|unknown|unknown|casual_basic
auto_style_003967,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_de44c1e19c6f,p_de44c1e19c6f_09,train,redacted/deepfashion_with_masks_balanced_10_20/p_de44c1e19c6f_09.jpg,top,sweater,casual,casual,casual_basic|soft,unknown,single_layer,unknown,unknown,unknown,solid,style_top|sweater|casual|unknown|unknown|casual_basic+soft
auto_style_003972,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_c2968b96427e,p_c2968b96427e_08,train,redacted/deepfashion_with_masks_balanced_10_20/p_c2968b96427e_08.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,unknown,unknown,unknown,solid,style_top|tank|casual|unknown|unknown|casual_basic
auto_style_003973,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_18d64ba2ff31,p_18d64ba2ff31_07,train,redacted/deepfashion_with_masks_balanced_10_20/p_18d64ba2ff31_07.jpg,top,sweater,casual,casual,casual_basic|soft,unknown,single_layer,unknown,unknown,unknown,stripe,style_top|sweater|casual|unknown|unknown|casual_basic+soft
auto_style_003975,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_78b56ccbebc4,p_78b56ccbebc4_07,train,redacted/deepfashion_with_masks_balanced_10_20/p_78b56ccbebc4_07.jpg,top,blouse,casual,casual,classic|minimal,unknown,single_layer,unknown,unknown,unknown,solid,style_top|blouse|casual|unknown|unknown|classic+minimal
auto_style_003981,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_c2968b96427e,p_c2968b96427e_09,train,redacted/deepfashion_with_masks_balanced_10_20/p_c2968b96427e_09.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,unknown,unknown,unknown,solid,style_top|tank|casual|unknown|unknown|casual_basic
auto_style_004003,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_70472ce8e716,p_70472ce8e716_09,train,redacted/deepfashion_with_masks_balanced_10_20/p_70472ce8e716_09.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,unknown,unknown,unknown,solid,style_top|tank|casual|unknown|unknown|casual_basic
auto_style_004008,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_78b56ccbebc4,p_78b56ccbebc4_09,train,redacted/deepfashion_with_masks_balanced_10_20/p_78b56ccbebc4_09.jpg,top,blouse,casual,casual,classic|minimal,unknown,single_layer,unknown,unknown,unknown,solid,style_top|blouse|casual|unknown|unknown|classic+minimal
auto_style_004009,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_a18e1a8a80fc,p_a18e1a8a80fc_09,train,redacted/deepfashion_with_masks_balanced_10_20/p_a18e1a8a80fc_09.jpg,dress_jumpsuit,midi_dress,casual,casual,classic|romantic,unknown,single_layer,unknown,unknown,unknown,solid,style_dress_jumpsuit|midi_dress|casual|unknown|unknown|classic+romantic
auto_style_004010,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_5437c4377c7b,p_5437c4377c7b_10,train,redacted/deepfashion_with_masks_balanced_10_20/p_5437c4377c7b_10.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,unknown,unknown,unknown,stripe,style_top|tank|casual|unknown|unknown|casual_basic
auto_style_004013,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_5437c4377c7b,p_5437c4377c7b_11,train,redacted/deepfashion_with_masks_balanced_10_20/p_5437c4377c7b_11.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,unknown,unknown,unknown,stripe,style_top|tank|casual|unknown|unknown|casual_basic
auto_style_004015,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_44ca0dc442d7,p_44ca0dc442d7_14,train,redacted/deepfashion_with_masks_balanced_10_20/p_44ca0dc442d7_14.jpg,top,sweater,casual,casual,casual_basic|soft,unknown,single_layer,unknown,unknown,unknown,solid,style_top|sweater|casual|unknown|unknown|casual_basic+soft
auto_style_004022,needs_review,0.66,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_a01c9069ba07,p_a01c9069ba07_06,train,redacted/deepfashion_with_masks_balanced_10_20/p_a01c9069ba07_06.jpg,bottom,shorts,casual,casual,casual_basic,unknown,single_layer,unknown,unknown,unknown,solid,style_bottom|shorts|casual|unknown|unknown|casual_basic
auto_style_004039,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_cd235380485b,p_cd235380485b_09,train,redacted/deepfashion_with_masks_balanced_10_20/p_cd235380485b_09.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,unknown,unknown,unknown,stripe,style_top|tank|casual|unknown|unknown|casual_basic
auto_style_004063,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_d513a228f240,p_d513a228f240_08,train,redacted/deepfashion_with_masks_balanced_10_20/p_d513a228f240_08.jpg,top,sweater,casual,casual,casual_basic|soft,unknown,single_layer,unknown,unknown,unknown,plaid,style_top|sweater|casual|unknown|unknown|casual_basic+soft
auto_style_004069,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_ec5f6df7d06f,p_ec5f6df7d06f_14,train,redacted/deepfashion_with_masks_balanced_10_20/p_ec5f6df7d06f_14.jpg,top,sweater,casual,casual,casual_basic|soft,unknown,single_layer,unknown,unknown,unknown,solid,style_top|sweater|casual|unknown|unknown|casual_basic+soft
auto_style_004075,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_bf039839b525,p_bf039839b525_14,train,redacted/deepfashion_with_masks_balanced_10_20/p_bf039839b525_14.jpg,top,sweater,casual,casual,casual_basic|soft,unknown,single_layer,unknown,unknown,unknown,solid,style_top|sweater|casual|unknown|unknown|casual_basic+soft
auto_style_004086,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_f3a4bed3001a,p_f3a4bed3001a_08,train,redacted/deepfashion_with_masks_balanced_10_20/p_f3a4bed3001a_08.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,unknown,unknown,unknown,stripe,style_top|tank|casual|unknown|unknown|casual_basic
auto_style_004098,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_eedf91627507,p_eedf91627507_12,train,redacted/deepfashion_with_masks_balanced_10_20/p_eedf91627507_12.jpg,top,sweater,casual,casual,casual_basic|soft,unknown,single_layer,unknown,unknown,unknown,solid,style_top|sweater|casual|unknown|unknown|casual_basic+soft
auto_style_004164,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_18d64ba2ff31,p_18d64ba2ff31_08,train,redacted/deepfashion_with_masks_balanced_10_20/p_18d64ba2ff31_08.jpg,top,sweater,casual,casual,casual_basic|soft,unknown,single_layer,unknown,unknown,unknown,stripe,style_top|sweater|casual|unknown|unknown|casual_basic+soft
auto_style_004167,needs_review,0.66,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_ffe96e3b1a3f,p_ffe96e3b1a3f_07,train,redacted/deepfashion_with_masks_balanced_10_20/p_ffe96e3b1a3f_07.jpg,top,cardigan,casual,casual,casual_basic|soft,unknown,light_layering,unknown,unknown,unknown,solid,style_top|cardigan|casual|unknown|unknown|casual_basic+soft
auto_style_004168,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_0f9418e82300,p_0f9418e82300_12,train,redacted/deepfashion_with_masks_balanced_10_20/p_0f9418e82300_12.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,unknown,unknown,unknown,solid,style_top|tank|casual|unknown|unknown|casual_basic
auto_style_004176,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_0f4d1f6ab72b,p_0f4d1f6ab72b_07,train,redacted/deepfashion_with_masks_balanced_10_20/p_0f4d1f6ab72b_07.jpg,dress_jumpsuit,midi_dress,casual,casual,classic|romantic,unknown,single_layer,unknown,unknown,unknown,solid,style_dress_jumpsuit|midi_dress|casual|unknown|unknown|classic+romantic
auto_style_004179,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_757eee7040d3,p_757eee7040d3_15,train,redacted/deepfashion_with_masks_balanced_10_20/p_757eee7040d3_15.jpg,top,sweater,casual,casual,casual_basic|soft,unknown,single_layer,unknown,unknown,unknown,solid,style_top|sweater|casual|unknown|unknown|casual_basic+soft
auto_style_004192,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_c9c1d744d5bc,p_c9c1d744d5bc_11,train,redacted/deepfashion_with_masks_balanced_10_20/p_c9c1d744d5bc_11.jpg,dress_jumpsuit,midi_dress,casual,casual,classic|romantic,unknown,single_layer,unknown,unknown,unknown,solid,style_dress_jumpsuit|midi_dress|casual|unknown|unknown|classic+romantic
auto_style_004196,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_156b1465ef26,p_156b1465ef26_09,train,redacted/deepfashion_with_masks_balanced_10_20/p_156b1465ef26_09.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,unknown,unknown,unknown,solid,style_top|tank|casual|unknown|unknown|casual_basic
auto_style_004197,needs_review,0.66,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_b5191067f36e,p_b5191067f36e_09,train,redacted/deepfashion_with_masks_balanced_10_20/p_b5191067f36e_09.jpg,top,cardigan,casual,casual,casual_basic|soft,unknown,light_layering,unknown,unknown,unknown,solid,style_top|cardigan|casual|unknown|unknown|casual_basic+soft
auto_style_004200,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_b517bc0acd5f,p_b517bc0acd5f_06,train,redacted/deepfashion_with_masks_balanced_10_20/p_b517bc0acd5f_06.jpg,top,sweater,casual,casual,casual_basic|soft,unknown,single_layer,unknown,unknown,unknown,solid,style_top|sweater|casual|unknown|unknown|casual_basic+soft
auto_style_004202,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_3a6ca9f22f56,p_3a6ca9f22f56_10,train,redacted/deepfashion_with_masks_balanced_10_20/p_3a6ca9f22f56_10.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,unknown,unknown,unknown,solid,style_top|tank|casual|unknown|unknown|casual_basic
auto_style_004204,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_42fb33dca4f2,p_42fb33dca4f2_08,train,redacted/deepfashion_with_masks_balanced_10_20/p_42fb33dca4f2_08.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,unknown,unknown,unknown,stripe,style_top|tank|casual|unknown|unknown|casual_basic
auto_style_004216,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_78b56ccbebc4,p_78b56ccbebc4_11,train,redacted/deepfashion_with_masks_balanced_10_20/p_78b56ccbebc4_11.jpg,top,blouse,casual,casual,classic|minimal,unknown,single_layer,unknown,unknown,unknown,solid,style_top|blouse|casual|unknown|unknown|classic+minimal
auto_style_004223,needs_review,0.66,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_42c9ad368b3a,p_42c9ad368b3a_07,train,redacted/deepfashion_with_masks_balanced_10_20/p_42c9ad368b3a_07.jpg,top,cardigan,casual,casual,casual_basic|soft,unknown,light_layering,unknown,unknown,unknown,solid,style_top|cardigan|casual|unknown|unknown|casual_basic+soft
auto_style_004230,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_45476f7325fd,p_45476f7325fd_07,train,redacted/deepfashion_with_masks_balanced_10_20/p_45476f7325fd_07.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,unknown,unknown,unknown,stripe,style_top|tank|casual|unknown|unknown|casual_basic
auto_style_004237,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_45476f7325fd,p_45476f7325fd_08,train,redacted/deepfashion_with_masks_balanced_10_20/p_45476f7325fd_08.jpg,top,tank,casual,casual,casual_basic,unknown,single_layer,unknown,unknown,unknown,stripe,style_top|tank|casual|unknown|unknown|casual_basic
auto_style_004240,needs_review,0.66,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_dacb5c4669f8,p_dacb5c4669f8_11,train,redacted/deepfashion_with_masks_balanced_10_20/p_dacb5c4669f8_11.jpg,outerwear,denim_jacket,casual,casual,casual_basic,unknown,light_layering,unknown,unknown,unknown,plaid,style_outerwear|denim_jacket|casual|unknown|unknown|casual_basic
auto_style_004247,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_05bd2c7c1b64,p_05bd2c7c1b64_06,train,redacted/deepfashion_with_masks_balanced_10_20/p_05bd2c7c1b64_06.jpg,top,sweater,casual,casual,casual_basic|soft,unknown,single_layer,unknown,unknown,unknown,solid,style_top|sweater|casual|unknown|unknown|casual_basic+soft
auto_style_004250,needs_review,0.69,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_efe4c30f7ae2,p_efe4c30f7ae2_06,train,redacted/deepfashion_with_masks_balanced_10_20/p_efe4c30f7ae2_06.jpg,dress_jumpsuit,midi_dress,casual,casual,classic|romantic,unknown,single_layer,unknown,unknown,unknown,solid,style_dress_jumpsuit|midi_dress|casual|unknown|unknown|classic+romantic
auto_style_004270,needs_review,0.66,color_mood_unknown|fit_unknown|silhouette_unknown|color_family_unknown,p_2b8142e4aaf3,p_2b8142e4aaf3_07,train,redacted/deepfashion_with_masks_balanced_10_20/p_2b8142e4aaf3_07.jpg,top,cardigan,casual,casual,casual_basic|soft,unknown,light_layering,unknown,unknown,unknown,solid,style_top|cardigan|casual|unknown|unknown|casual_basic+soft
